,textdata,seq_len,id,case_name,first_party,second_party,winner_label,timeline,decision_type
37,A polce fcer spped  cr tht hd  burned  lcense plte lght nd dlght Tre re sx n n t cr ncludng Rt Clyde Bustmte  Only e pssenger hd  drvers lcense nd  cld tht  brotr ed t cr  T fcer sked t mn f   serch t cr  T mn sd “Sure go d”  Insde t cr t fcer found slen ccks  Those ccks re dmtted n evdence t Bustmte’s trl  possessng ccks wth t ntent  defrud  A jury cvcted Bustmte nd t Cln Ct  Appel  t Frst Appellte Dstrct ffrd  T ct resed tht csent  serch t cr ws gven voluntrly  evdence obtned  t serch ws dmssble  T Cln Sre Ct dened revew  Bustmte fled  pett   wrt  hs cpus whch t dstrct ct dened  T US Ct  Appels  t Nnth Crcut reversed holdng tht csent s not voluntry unless t s proven tht t pers  csented  t serch knew  hd t rght  refuse csent,1079,50805,Schneckloth v. Bustamonte,Merle R. Schneckloth,Robert Clyde Bustamonte,1,1972,majority opinion
38,Petters proved tht  nerly ten yers snce 1960 t Denver Col school system mplented n uncsttutl polcy  rcl dscrmnt  opertng  segregted school system T defense rgued nd t Dstrct Ct ld tht even though e prt  t Denver system ws gulty  segregt t  not follow tht t entre system ws segregted s ll,391,50808,"Keyes v. School District No. 1, Denver, Colorado",Keyes,"School District No. 1, Denver, Colorado",1,1972,majority opinion
39,Shrr Frtero  leutennt n t Unted Sttes Ar Fce s  dependent's llce  r husbnd Federl lw provded tht t wves  mrs  t mltry umtclly c dependents; husbnds  femle mrs  t mltry ever re not ccepted s dependents unless ty re dependent  tr wves   e-hlf  tr spt Frtero's request  dependent sttus  r husbnd ws turned wn,452,50816,Frontiero v. Richardson,Sharron Frontiero,"Elliot Richardson, Secretary of Defense",1,1972,plurality opinion
40,"In 1971 t Vrgn legslture reppted tself T pln  t House  Representtves provded  100 representtves  52 dstrcts wth ech House mr representng n verge  46485 csttuents(wth  vrnce ten lrgest nd smllest ng 164 percent compred  t del 389 percent) Henry Holl chllenged t pln s uncsttutl cuse ts popult devts re o lrge  stsfy t prncple  ""e pers e vote"" T cse ws decded getr wth Cty  Vrgn Bech v Holl nd Wenrg v Prchrd",577,50821,Mahan v. Howell,Mahan,Howell,1,1972,majority opinion
41,Chrles J Ash Jr ws ndcted  robbng t Arcn Trust &mp; Securty Compny n Wshngt DC Bee  trl l three yers fter t robry n FBI gent nd  prosecut sed fve col mug shot phogrphs  potentl wtnesses  mke sure ty   ble  mke n n ct dentfct  Ash Ash’s counsel ws not present  t process So  tse wtnesses tn mde n ct dentfcts  Ash Ash ws cvcted T US Ct  Appels  t Dstrct  Columb Crcut reversed holdng tht Ash’s Sxth Andnt rght  counsel ws volted cuse  ttney ws not gven t opptunty   present  t pho dentfcts e trl T ct  ppels opn expressed ubt tht t n ct dentfcts  hve hppened wth t pr pho dentfcts,857,50834,United States v. Ash,United States,Charles J. Ash Jr.,1,1972,majority opinion
42,"A Tennessee stte ct cvcted Arche Bggers n t rpe  Mrgret Ber  T ly mj evdence gnst  ws Ms Ber’s dentfct severl eks fter t ncdent t  polce stt “s ”  T “s ” ws smlr   lne   ctned t suspect le  T polce fcer l hd t suspect sy phrses Ms Ber rd r ttcker sy  t nght  t rpe  Ms Ber sd s hd “no ubt” tht Bggers ws r ttcker  T Tennessee Sre Ct ld t cvct  T US Sre Ct ffrd  n eqully dvded ct
Bggers tn fled  wrt  hs cpus whch t dstrct ct grnted holdng tht t Sre Ct ffrmng  n eqully dvded ct  not br t wrt  T ct l ld tht t “s ” procedure ws  suggestve tht t volted due process  T US Ct  Appels  t Sxth Crcut ffrd",922,50844,Neil v. Biggers,"William S. Neil, Warden of the Tennessee State Penitentiary ",Archie Nathaniel Biggers,1,1972,majority opinion
43,Fre Le Poole Grffths  ctzen  t Netrlnds c  t Unted Sttes n 1965 s  vst In 1967 s mrred  US ctzen nd c  resdent  Cnectcut S tn ttended Yle Lw School nd ppled  tke t Cnectcut Br n 1970 Despte t County Br Asct fndng r qulfed n e spect s ws dened t chnce  st  t exm due  t fct tht s ws not  US ctzen whch Rule 8(1)  t Cnectcut Prctce Book  1963 requred Grffths requested judcl relef nd rgued tht t rule ws uncsttutl cuse t volted t Equl Protect Cluse  t Fteenth Andnt T Ser Ct  Cnectcut dened r request  judcl relef nd t Sre Ct  Cnectcut ffrd,781,50842,In re Griffiths,Fre Le Poole Griffiths,State Bar Examining Committee of Connecticut,1,1972,majority opinion
44,To prevent gender dscrmnt t Pttsburgh Commss  Humn Relts (t Commss) creted n dnnce tht bds newsppers  dvertse employnt opptuntes n gender-desgnted column T Ntl Orgnzt  W Inc fled  complnt wth t Commss llegng tht t Pttsburgh Press Co (Pttsburg Press) volted t dnnce  llg employers  plce dvertsents n t mle  femle columns wn t jobs dvertsed  not hve occtl qulfcts  excepts T Commss hd  rng nd ccluded Pttsburg Press volted t dnnce T Pttsburg Press ppeled nd ctended t dnnce voltes t Frst Andnt  restrctng ts edtl judgnt T Commlth Ct ffrd,773,50847,Pittsburgh Press Company v. Pittsburgh Commission on Human Relations,Pittsburgh Press Company,Pittsburgh Commission on Human Relations,0,1972,majority opinion
45,"Engneers Gry Bens nd Arthur Tbbot nvented  fster nd  effcent mtmtcl procedure  trnsmng t ml ""decml"" type  numrs (bse 10) n true ""bnry"" numrs (bse 2) whch re smpler  process wthn computers Tr mtmtcl procedure ws wht kn  lg dvs lt wth dfferent steps Tr ttney rgued e t ptent exmner tht t nvents re enttled   brod ptent cng ny use  tr new mtmtcl procedure even use  t   humn usng pencl nd pper T exmner rejected tr nvent An ppellte ct ruled t exmner nd dered  ptent  ssue T Commsser  Ptents tn petted successfully  hve t Sre Ct revew t decs Bee t Sre Ct t nvents' ttney bcked wn   erler post nd rgued tht t nvents re enttled   ptent cng ll uses  tr new mtmtcl procedure n computers  not necessrly  ts use  humns usng pencl nd pper (T mrs  t Sre Ct t tht t knew  lttle b computers)",1128,50877,Gottschalk v. Benson,Gottschalk,Benson,1,1972,majority opinion
46,At t cclus  n c drug nvestgt Rchrd Russell ws rrested  Wshngt polce nd eventully cvcted n  dstrct ct  drug mnufcturng crs Russell chllenged  cvct s t result  uncsttutl entrpnt prctces snce n c gent spled  wth n essentl ngredent   drug mnufcturng opert On ppel  n dverse Ct  Appels decs t Sre Ct grnted t gnnt certr,489,50900,United States v. Russell,United States,Russell,1,1972,majority opinion
47,After pledng gulty  rd robry n Wscsn Gerld Scrpell ws sentenced  15 yers’ mprsnt whch ws lter reduced  probt Scrpell sgned n greent llg   resde n Illnos nd ws servsed  t Adult Probt Deprtnt  Illnos Shtly fter Scrpell ws cught commttng burglry wth n ccomplce After ng nd   Csttutl rghts Scrpell dmtted  commttng t fely n dmss  lter cld ws mde  extre duress T Wscsn Deprtnt  Crects revoked Scrpell’s probt cuse  t volt nd mprsed  He ws not gven  rng Two yers lter Scrpell fled  wrt  hs cpus nd t dstrct ct ld tht revokng Scrpell’s probt wth  rng nd n ttney ws  denl   Csttutl rght  due process Ggn t wrden  t Wscsn Deprtnt  Crects ppeled nd t Wscsn Ct  Appels ffrd t trl cts judgnt Ggn ppeled  t Unted Sttes Ct  Appels  t Seventh Crcut,1098,50931,Gagnon v. Scarpelli,John R Gagnon,Gerald Scarpello,1,1972,majority opinion
48,After recevng repts  t type  sexul ctvty occurrng  t premses  lcensed lqu sellers t Cln Deprtnt  Alcoholc Beverge Ctrol promulgted  seres  regults pertnng  t cduct   lcensed premses T ppellees  gro  holders  vrous lqu lcenses s dscretry revew  t new regults T dstrct ct ld tht t regults uncsttutlly lmted freem  express,470,50940,California v. LaRue,"California, et al.","Robert LaRue, et al.",1,1972,majority opinion
49,New Yk encted Chpter 414  ts Educt nd Tx Lws whch creted d progrms  npublc elentry nd secdry schools Tse ndnts ncluded Sect 1 whch provded  grnt  t mntennce nd repr  schools tht served mny low-nco students; Sect 2 whch provded tut rembursent  low-nco prents; nd Sects 3 4 nd 5 whch provded tx relef  prents   not qulfy  tut rembursent After t nsttut  tse ndnts t Cmpgn  Publc Educt nd Relgous Lrty chllenged t ndnts n Unted Sttes Dstrct Ct  t Srn Dstrct  New Yk llegng tht tse ndnts volted t Estblshnt Cluse  t Frst Andnt T Dstrct Ct ld tht Sects 1 nd 2 volted t Estblshnt Cluse  not Sects 3 4 nd 5,861,50941,Committee for Public Education & Religious Liberty v. Nyquist,Committee for Public Education & Religious Liberty,"Ewald B. Nyquist, Commissioner of Education of New York",1,1972,majority opinion
50,Ptrck Dougll ws  federlly regstered resdent len He ws employed   nprt gnzt tht ws bsd n t Mnpor Creer nd Developnt Agency (MCDA)  New Yk Cty's Humn Resces Admnstrt He ws nelgble  employnt  t cty  Sect 53  t New Yk Cvl Servce Lw cuse  ws  nctzen He ws termnted  t res le Dougll nd otr nctzens  re termnted  Sect 53 chllenged t sttute n t Unted Sttes Dstrct Ct  t Srn Dstrct  New Yk whch ld t sttute uncsttutl New Yk ppeled t decs,638,50944,Sugarman v. Dougall,"Jule M. Sugarman, Administrator, New York City Human Resources Administration et al.",Patrick McL. Dougall et al.,0,1972,majority opinion
51,Le Chmrs ws chrged wth murderng  polcemn Anotr mn Gble McDld cfessed  t murder n ddt  cfess  thrd prtes nd ws tken n cusdy One mth lter McDld dened t cfess nd ws relesed  cusdy At trl Chmrs tred  prove McDld dmtted  t cr severl ts nd cfessed  thrd prtes T dstrct ct found t evdence  t cfesss ws ndmssble cuse  t voucr rule –  comm-lw rule tht prohbts t defense  cross-exmnng  wtness wn t prosecut fled    – nd t fct tht t sttents re rsy Chmrs’ ppeled nd rgued tht t dstrct ct volted t Due Process Cluse  t Fteenth Andnt  refusng  dmt t evdence,792,50946,Chambers v. Mississippi,Leon Chambers,Mississippi,1,1972,majority opinion
52,"T Pennsylvn legslture pssed Act 109 whch rembursed npublc relgous schools  certn seculr eductl servces On June 28 1971 t Sre Ct ld tht Act 109 volted t Estblshnt Cluse  t Frst Andnt T cse ws remnded nd  remnd t dstrct ct entered n der whch permtted t Stte  remburse npublc relgous schools  servces provded e Act 109 ws declred uncsttutl
Lem nd otrs chllenged t dstrct ct's opn ssertng tht t dstrct ct erred n refusng  enj pynt  round $24 mll set sde  t Stte  compenste npublc relgous schools  eductl servces rendered  t 1970-1971 school yer",749,50949,Lemon v. Kurtzman,Lemon,Kurtzman,0,1972,plurality opinion
53,Jcnt Meno lved wth Ermn Sncz  ws not relted nd Sncz's three chldren Sncz provded cre  Meno  ctred  household lvng expenses Meno stsfed t nco requrents  t federl food stmp progrm  ws dened  Sect 3  t Food Stmp Act  1964 nded n 1971 whch prohbted households wth unrelted mrs  recevng food stmp nefts Sncz's food stmp nefts re l   termnted Meno nd otr households  re dened nefts  Sect 3 chllenged t sttute n t Unted Sttes Dstrct Ct  t Dstrct  Columb T Dstrct Ct ld tht Sect 3 volted t Due Process Cluse  t Ffth Andnt T Unted Sttes ppeled,761,50954,United States Department of Agriculture v. Moreno,U.S. Department of Agriculture et al.,Jacinta Moreno et al.,0,1972,majority opinion
54,"Stte fcls n Geg s  enj t sng  llegedly obscene flms t t Prs Adult Ttre T Ttre clerly wrned potentl vers  t sexul nture  t flms nd requred tht ptrs  t lest 21 yers  ge T Geg Sre Ct ld tht t flms re ""hrd ce"" pnogrphy unprotected  t Csttut",360,50961,Paris Adult Theatre I v. Slaton,Paris Adult Theatre I,Slaton,1,1972,majority opinion
55,Roslnd McClnhn ws  mr  t Nvjo Indn nt  lved  t Nvjo Reservt n Apc County Arz Her employer wthld $1620 n 1967  Arz stte nco txes McClnhn s t return  r wthld nco S cld tht snce s ws  Nvjo Indn resdng  t reservt nd snce r nco ws derved completely  t reservt s ws exempt  stte txt Wn r request ws dened s fled sut n Apc County Ser Ct T Ser Ct dsmssed r clm T Ct  Appels  Arz ffrd t dsmssl T Sre Ct  Arz rejected r pett  revew,664,50979,McClanahan v. Arizona State Tax Commission,Rosalind McClanahan,Arizona State Tax Commission,1,1972,majority opinion
56,"Percy Green  blck cvl rghts ctvst ws  chnc wkng  t McDnell Dougls Cpt  St Lous-bsed erospce nd rcrft mnufcturer  1956 untl August 28 1964 wn  ws ld f Green protested  dschrge  syng tht t compny’s hrng nd frng prctces re rclly motvted As prt   protest  nd otr mrs  t Cgress  Rcl Equlty lleglly prked tr crs  block t mn rods  t plnt  t mnng shft chnge On July 2 1965 tre ws  lock-n n whch wkers re unble  leve though t extent  Green’s nvolvent n t ncdent ws uncler On July 25 1965 McDnell Dougls Cpt dvertsed  qulfed chncs nd Green reppled ly   turned wn due   nvolvent n t protests 
Green fled  pett wth t Equl Employnt Opptunty Commss (EEOC) nd lleged tht  ws dened  post cuse   rce nd cvl rghts ctvsm T Commss  not mke ny fndng  t rcl bs chrge   cclude tht Green ws dened  job  repplct due   nvolvent n cvl rghts protests Wn t stut  not  relved sde t cts Green sued McDnell Dougls Cpt T dstrct ct dsmssed t rcl dscrmnt chrge nd ld tht t McDnell Dougls Cpt refused  rehre Green cuse   prtcpt n llegl demstrts rtr thn legtmte cvl rghts ssues T US Ct  Appels  t Eghth Crcut ffrd t holdng tht llegl protests re not protected ctvtes  remnded t cse  recsder t rcl dscrmnt chrge",1717,50985,McDonnell Douglas Corporation v. Green,McDonnell Douglas Corporation,Percy Green,1,1972,majority opinion
57,In ddt  ng funded   stte-funded progrm desgned  estblsh  mnmum eductl threshold n e school Texs publc elentry nd secdry schools rely  locl property txes  splentl revenue Rodrguez ctng  hlf  students se fmles resde n po dstrcts chllenged t fundng sc  rgung tht t prvleged  students cuse tr schools lcked t vst property tx bse tht otr dstrcts utlzed T relnce  ssessble property t school dstrcts cld cused severe nter-dstrct dsprtes n per-pl expendtures,621,50984,San Antonio Independent School District v. Rodriguez,San Antonio Independent School District,Rodriguez,1,1972,majority opinion
58,In Oct 1970 n Assstnt Unted Sttes Attney fled n pplct   wretp wth  federl judge Accdng  t Omnbus Cr Ctrol nd Sfe Streets Act  1968 (Act) e pplct  t ntercept  wre  l communcts hd   uthzed  t Attney Generl   n Assstnt Attney Generl specfclly desgnted  t Attney Generl T pplct n t cse pprently ctned ll  t proper uthzts nd sgntures ws pproved nd ws used  rrest nd chrge Domnc Gdno wth  drug cr At Gdno’s pre-trl rng t c  lght tht t Assstnt Attney Generl hd llod n Executve Assstnt n  fce  uthze t nd otr pplcts T dstrct ct grnted Gdno’s mot  spress t gnnt’s evdence cuse t hd msdentfed t pprovng fcer T gnnt ppeled nd rgued tht t ct  not hve spressed t evdence cuse t Assstnt Attney Generl’s delegt  t Executve Assstnt ws not ncsstent wth t Act nd cuse t gnnt’s cduct  not volte t Csttut T US Ct  Appels  t Fth Crcut ffrd t dstrct ct’s decs nd ld tht t Executve Assstnt’s pprovl volted t Act whch requred t spress  t evdence n quest,1376,50993,United States v. Giordano,United States,Dominic Nicholas Giordano et al. ,0,1973,majority opinion
59,"A grnd jury returned ndctnts gnst seven  Presdent Rchrd Nx's closest des n t Wtergte ffr T specl prosecut ppted  Nx nd t defendnts s udo tpes  cversts recded  Nx n t Ovl Offce Nx sserted tht  ws mmune  t subpoen clmng ""executve prvlege"" whch s t rght  wthhold nmt  otr gnnt brncs  preserve cfdentl communcts wthn t executve brnch   secure t ntl nterest Decded getr wth Nx v Unted Sttes",566,50995,United States v. Nixon,United States,"Richard M. Nixon, et al.",0,1973,majority opinion
60,A sut chrgng tht t Detrot Mchgn publc school system ws rclly segregted s  result  fcl polces ws fled gnst G Mllken After revewng t cse nd ccludng t system ws segregted  dstrct ct dered t pt   desegregt pln tht encompssed eghty-fve lyng school dstrcts T lor ct found tht Detrot-ly plns re ndequte T US Ct  Appels  t Sxth Crcut ffrd t tropoltn pln T cse ws decded getr wth Allen Prk Publc Schools v Brdley nd Grosse Pte Publc School System v Brdley,617,51007,Milliken v. Bradley,Milliken,Bradley,1,1973,majority opinion
61,"Polce rrested Wllm Erl Mtlock  bnk robry suspect n t frt yrd  t house wre  lved  Polce  not sk Mtlock whch room  occed n t house  wtr ty  cduct  serch  A womn  gve tm permss  serch t house ncludng t droom wre Mtlock lved let t fcers nsde  T womn’s prents lesed t house nd Mtlock pd tm rent   room In tht room polce found $4995 n csh
At trl Mtlock moved  spress evdence obtned  t serch  He rgued tht t unwrrnted serch   room ws llegl  At t spress rng t womn  greed  t serch testfed tht s lved wth Mtlock n  room  T gve r suffcent uthty  lwfully csent  t serch  T dstrct ct ld tht  sttents re ndmssble rsy nd grnted t mot  spress  T US Ct  Appels  t Seventh Crcut Affrd",966,51017,United States v. Matlock,United States,William Earl Matlock,1,1973,majority opinion
62,In 1972 t Communst Prty  Indn  new poltcl prty wsd  plce ts cntes  Presdent nd Vce Presdent  t Unted Sttes  t bllot T Indn Stte Elect Bd rejected ts pplct    untl t fcers  t prty hd fled n ffdvt sttng tht t prty  not dvocte t throw  locl stte  ntl gnnt  ce  volence T Communst Prty  Indn sued Stte Elect Bd nd ts mrs nd s n njunct tht  requre t Bd  plce t cntes  t bllot T dstrct ct found t polcy csttutl nd requred t Communst Prty  Indn  submt n ffdvt  tht effect T Bd found t Prty’s ffdvt unstsfcty nd gn rejected t T Prty s n njunct requrng t Bd  ccept t ffdvt nd t dstrct ct dened t mot,912,51026,Communist Party of Indiana v. Whitcomb,"Communist Party of Indiana, et al.","Edgar D. Whitcomb, etc., at al.",1,1973,majority opinion
63,An nmte   Nebrsk stte prs strted  clss ct lwsut  hlf  self nd otr nmtes llegng tht prs dscplnry proceedngs volted t Due Process Cluse  t Fteenth Andnt T sut l objected  t prs's nspect  prvleged ml ten nmtes nd tr ttneys T dstrct ct rejected t dscplnry proceedng clms  ld tht t nspect  ml volted t prsers' rght  ccess  t cts T US Ct  Appels  t Eghth Crcut reversed  t dscplnry proceedng clms holdng tht prss  use t procedures used n probt nd prole rngs  dscplnry proceedng T ct l ffrd t dstrct ct s  t nspect  ml,769,51029,Wolff v. McDonnell,Wolff,McDonnell,1,1973,majority opinion
64,Crolyn Aello experenced dsblty s  result  complcts  r pregnncy S ws nelgble  nefts  Cln's Dsblty Fund  Sect 2626  Cln's Unemploynt Insurnce Code Sect 2626 dened nefts  w se dsbltes resulted  pregnncy Aello nd otr dsbled w  re dened nefts  Sect 2626 chllenged t sttute s  volt  t Equl Protect Cluse  t Fteenth Andnt T Unted Sttes Dstrct Ct  t Ntrn Dstrct  Cln ld t sttute uncsttutl T stte ppeled  t Sre Ct,631,51031,Geduldig v. Aiello,"Geduldig, Director, Department of Human Resources Development",Carolyn Aiello et al.,1,1973,majority opinion
65,A federl grnd jury quested John P Clndr n cnect wth l shrkng ctvtes  T quests re bsed  evdence obtned   serch  Clndr’s busness Royl Mchne nd Tool Compny  Clndr refused  nsr ny quests rgung tht t serch  Royl Mchne unlwfully volted t Fth Andnt  T gnnt ttempted  grnt Clndr mmunty n dstrct ct   sked t ct  spress evdence obtned  t serch  T dstrct ct grnted t spress der nd t US Ct  Appels  t Sxth Crcut ffrd holdng tht t Fth Andnt exclusry rule ppled  Under t exclusry rule ny evdence obtned  n unlwful serch nd sezure cnnot  used gnst t vctm  tht serch n  crmnl proceedng,828,51033,United States v. Calandra,United States,John P. Calandra,1,1973,majority opinion
